name,images,description,number,category,id,sub_categories,product_item_1_number,product_item_1_price,product_item_1_description,product_item_1_dimensions,product_item_2_number,product_item_2_price,product_item_2_description,product_item_2_dimensions,product_item_3_number,product_item_3_price,product_item_3_description,product_item_3_dimensions,product_item_4_number,product_item_4_price,product_item_4_description,product_item_4_dimensions,product_item_5_number,product_item_5_price,product_item_5_description,product_item_5_dimensions,product_item_6_number,product_item_6_price,product_item_6_description,product_item_6_dimensions,product_item_7_number,product_item_7_price,product_item_7_description,product_item_7_dimensions,product_item_8_number,product_item_8_price,product_item_8_description,product_item_8_dimensions,product_item_9_number,product_item_9_price,product_item_9_description,product_item_9_dimensions,product_item_10_number,product_item_10_price,product_item_10_description,product_item_10_dimensions,product_item_11_number,product_item_11_price,product_item_11_description,product_item_11_dimensions
Acadia Collection,"https://homelegance.com/u/HMLG/20180607/e51264b4f3d44b1990f6d864df871abb.jpg, https://homelegance.com/u/HMLG/20180607/efe878327e124d6597270415f063cdf3.jpg, https://homelegance.com/u/HMLG/20180607/ba2b3adf358d4ae4bab5c60ce3d1bc74.jpg, https://homelegance.com/u/HMLG/20180607/8cfef7a12421441ea13f0ab82dd84fab.jpg, https://homelegance.com/u/HMLG/20180607/dfb89d2e00854c8c87302eb370697447.jpg, https://homelegance.com/u/HMLG/20180607/93c92e9ed96a49f8b21986837a05ce2e.jpg, https://homelegance.com/u/HMLG/20180607/e4fb808a3c8c4215b500576d51cd56b7.jpg","Subtle contemporary styling combines with plush seating making the Acadia Collection a comfortable addition to your home’s living room. The seating group is offered in either a two-tone brown microfiber with brown bi-cast vinyl accent or grey microfiber with grey bi-cast vinyl accent, that are suitable for a number of home decorative environments. Plush seating and arm rests are framed by the sleek curve of the arm and defining stitch pattern. Manual motion mechanisms operate with the pull of a side-mounted tab, that once engaged, take you from seated to reclined in an easy motion. The sofa features dual reclining ends, as does the love seat. The available chair fully reclines and is perfect as an accompaniment to the collection or as a stand-alone addition to your living room.",9801GY-3,seating,,,9801GY-3,249,Double Reclining Sofa,82 x 37.75 x 41.75H,9801GY-2,229,Double Reclining Love Seat,60 x 37.75 x 41.75H,9801GY-1,155,Reclining Chair,38 x 37.75 x 41.75H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wystan Collection,"https://homelegance.com/u/HMLG/20181031/6dae59c51b2e42eba7ddf295ea21fa92.jpg, https://homelegance.com/u/HMLG/20181031/ca8bba61b1b641c7b74d7a42a72d971c.jpg, https://homelegance.com/u/HMLG/20181031/8592bd1e23084b799220484f9b93b4c6.jpg, https://homelegance.com/u/HMLG/20181031/b7b6e0804e4847d5a6a055b281768676.jpg, https://homelegance.com/u/HMLG/20181031/35464e620a07473d8199b39844a1420d.jpg, https://homelegance.com/u/HMLG/20181031/fc7c7ea6c2704295bfefae811d825c3f.jpg, https://homelegance.com/u/HMLG/20181031/0c2df39d704b413094fa5f469365d182.jpg, https://homelegance.com/u/HMLG/20181031/0c313ba1b8a24432953de6211e8e4dc0.jpg, https://homelegance.com/u/HMLG/20181031/d5ceec2db22d4f7986bc3e660c58d675.jpg, https://homelegance.com/u/HMLG/20181031/a84e414ec4af4a578f774cf4775842d9.jpg, https://homelegance.com/u/HMLG/20181031/daeaff376f15434eaecf697cee71a41b.jpg, https://homelegance.com/u/HMLG/20181031/592d78ec141344c8abaab54310bcbc81.jpg, https://homelegance.com/u/HMLG/20181023/ff2eaaa9590c4f18a695cb0380f511ab.jpg","The transitional environment that you have created within your home will be the perfect fit for the addition of the Wystan Collection. Beige, top grain leather match covers the frame of this classically styled seating group. Dual reclining ends on the sofa and loveseat – along with the reclining of the single chair – engage with the touch of a button, taking you from seated to prone in a smooth, easy motion. Contoured seating along with the extended foot rest of the reclining seats further enhances your comfort level. Providing accent are the cherry finished wood feet and complementing stitch tufting.",9803-3PW,seating,,,9803-3PW,609,POWER Double Reclining Sofa,82 x 36 x 40H,9803-2PW,589,POWER Double Reclining Love Seat,60.5 x 36 x 40H,9803-1PW,399,POWER Reclining Chair,36.5 x 36 x 40H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edition Collection,"https://homelegance.com/u/HMLG/20181122/7602c6503c874395902f253c6c3baed6.jpg, https://homelegance.com/u/HMLG/20180710/b2db54423c6c49eb88d814849ae88b51.jpg, https://homelegance.com/u/HMLG/20180710/d45183c5c7b747c5b7e0ef8ef0ab2709.jpg, https://homelegance.com/u/HMLG/20180710/53622a1543d842258f99fc3db9c42dcf.jpg, https://homelegance.com/u/HMLG/20180710/e946d5083ec64f0392261c91473f9a9f.jpg, https://homelegance.com/u/HMLG/20180710/52d02e3211ed464db1ae9acbf759fb20.jpg, https://homelegance.com/u/HMLG/20180710/6f3396334d5846e6a21bc25cf368b44b.jpg, https://homelegance.com/u/HMLG/20180710/9d123579ac8941369758d7d7db27d108.jpg, https://homelegance.com/u/HMLG/20180710/43c8439badf2490aa920809c164ed131.jpg, https://homelegance.com/u/HMLG/20180710/1ad52846123a4a489098828062a6f0f9.jpg, https://homelegance.com/u/HMLG/20180710/d193ce9f8ca64ed0a4e44a2bc3a20aa7.jpg, https://homelegance.com/u/HMLG/20181122/5c29500b038547a5a4ebb5c22e5ee5d1.jpg, https://homelegance.com/u/HMLG/20180710/f7bbd908ec814eb6893fef774340ac97.jpg, https://homelegance.com/u/HMLG/20180710/6587a9cc1c314a9c93e78fd99f63fee2.jpg, https://homelegance.com/u/HMLG/20181122/4935d000ca284fd99406ae059bd7e5ea.jpg, https://homelegance.com/u/HMLG/20180710/190c75cbe9a34cbe833e250a72598aa9.jpg","Creating an environment conducive to your ultimate comfort is one step closer with the addition of the Edition Collection to your living room. Styled in the modern contemporary aesthetic that you prefer and offered in a neutral dove grey, this seating collection is as versatile as it is comfortable. The power motion lay-flat mechanism, once engaged, operates to take you from seated to fully reclined in an easy motion. Providing additional function is the power headrest, allowing for a customized fit for your ultimate comfort.",9804DV-3PWH,seating,,,9804DV-3PWH,529,POWER Double Lay Flat Reclining Sofa with Power Headrests,78 x 37.75 x 39.5H,9804DV-2PWH,509,POWER Double Lay Flat Reclining Love Seat with Power Headrests,56.75 x 37.75 x 39.5H,9804DV-1PWH,299,POWER Lay Flat Reclining Chair with Power Headrest,33.5 x 37.75 x 39.5H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blue Lake Collection,"https://homelegance.com/u/HMLG/20181122/349923c885ba441ebbbf8eee0318ae2e.jpg, https://homelegance.com/u/HMLG/20181122/4eadc50402774692a07b6d359e298675.jpg, https://homelegance.com/u/HMLG/20181122/0bee5d327ddc4c19acaf41299c9a5908.jpg, https://homelegance.com/u/HMLG/20181122/307d5790feaf481ea46827e2dfe886cc.jpg, https://homelegance.com/u/HMLG/20181122/7362c27ab95a4bc690f736e8a4442a9c.jpg, https://homelegance.com/u/HMLG/20181122/3789ea0e61b045d4840fc78c9f9ca1b4.jpg, https://homelegance.com/u/HMLG/20181122/05fd6a1ac4ce4a639604987e00ba5c9f.jpg, https://homelegance.com/u/HMLG/20181122/542095751e444b0c87e2998f2f4e7cea.jpg, https://homelegance.com/u/HMLG/20181122/550500e7409249e99a99d13617013c3e.jpg","Inspired by classic frames of the past, the Blue Lake Collection is a study in casual sophistication. The sofa and love seat are covered in gray fabric that is enhanced by the modern geometric cresent pattern of the toss pillows and chair. An exposed wood base rail, welting and flared arm lend considerable style to the tailored profile of this classic collection. Reversible seat and back cushions further enhance the functionality of this seating group.",9806GRY-3,seating,,,9806GRY-3,219,"Sofa, 2 pillows",83.5 X 34 X 37H,9806GRY-2,199,"Love Seat, 2 Pillows",59 X 34 X 37H,9806-1S,149,Accent Chair,37 X 34 X 37H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maja Collection,"https://homelegance.com/u/HMLG/20181122/0ad8cf3d97b94a459ac697be3f9d0a42.jpg, https://homelegance.com/u/HMLG/20181122/671bc70e2a8d42f4b4326dc6a6682fe4.jpg, https://homelegance.com/u/HMLG/20180807/565518ba076d4ab79067497722c5852d.jpg, https://homelegance.com/u/HMLG/20180807/70aa463d96684a62b136cf4486d1e8a9.jpg, https://homelegance.com/u/HMLG/20181122/993c0e202893441ca223ae5b0645f47f.jpg, https://homelegance.com/u/HMLG/20181122/7bb948404a3646d088257116300ace91.jpg, https://homelegance.com/u/HMLG/20181122/6b62dd6356f5403c9b5105a3e63f3235.jpg, https://homelegance.com/u/HMLG/20180807/5c7aa946ae924c4ba16c174d1870fe9e.jpg","In keeping with the tradition of Mid-Century modern design, the Maja Collection incorporates the classic elements of flared seat backs and legs to create a dramatic profile at home in your living space. The neutral-tone fabric that covers the sofa and love seat is offered in grey or teal, both complemented by the multi-tone abstract pattern of the chair and toss pillow fabric. Button tufting provides visual and textural depth to the design of the collection.",9807GY-3,seating,,,9807GY-3,209,Sofa,83.5 X 34.75 X 36.25H,9807GY-2,189,Love Seat,61.25 X 34.75 X 36.25H,9807-1S,155,Accent Chair,40.5 X 34.75 X 36.25H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maja Collection,"https://homelegance.com/u/HMLG/20180807/b375338531704bbd89bbc4a7862e8851.jpg, https://homelegance.com/u/HMLG/20180807/4f8350b056314effabf8890a5dd60620.jpg, https://homelegance.com/u/HMLG/20180807/b0e90b4938a14f7f9954af6660c4ede3.jpg, https://homelegance.com/u/HMLG/20180807/8adc52ab716c453ba1e7c24454c67d30.jpg, https://homelegance.com/u/HMLG/20181122/439df3097aeb4b83820313092fb4db76.jpg, https://homelegance.com/u/HMLG/20181122/ae7cd2c2d61c4eafab38669e8c0043cd.jpg, https://homelegance.com/u/HMLG/20181122/dfd0345741884eda9b25a67aab6ceeb7.jpg, https://homelegance.com/u/HMLG/20180807/735f99aff3764500b711518b51f0eb90.jpg","In keeping with the tradition of Mid-Century modern design, the Maja Collection incorporates the classic elements of flared seat backs and legs to create a dramatic profile at home in your living space. The neutral-tone fabric that covers the sofa and love seat is offered in grey or teal, both complemented by the multi-tone abstract pattern of the chair and toss pillow fabric. Button tufting provides visual and textural depth to the design of the collection.",9807TL-3,seating,,,9807TL-3,209,Sofa,83.5 X 34.75 X 36.25H,9807TL-2,189,Love Seat,61.25 X 34.75 X 36.25H,9807-1S,155,Accent Chair,40.5 X 34.75 X 36.25H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alfio Collection,"https://homelegance.com/u/HMLG/20181116/8266598750d245af858538c0663919e9.jpg, https://homelegance.com/u/HMLG/20181116/e6964f46637f4cd2b1ff740c4a155788.jpg, https://homelegance.com/u/HMLG/20181116/4776b87c55d6432e97d120c4bf6b90b0.jpg, https://homelegance.com/u/HMLG/20181116/88335d023fae4432a6e4114a7f8256b2.jpg, https://homelegance.com/u/HMLG/20181116/3b2dfc6276174c4488e20aa5bad4ce87.jpg, https://homelegance.com/u/HMLG/20181116/2d7905dd96754dc99f6edf9f48ed5c4b.jpg, https://homelegance.com/u/HMLG/20181116/5151d2a7f6224de2a076aaec4f46b2c5.jpg, https://homelegance.com/u/HMLG/20181116/bb134f08c062472fa3b816e46b52c403.jpg, https://homelegance.com/u/HMLG/20181116/9fccfe5bf04a4deeac40b855d1da25c8.jpg, https://homelegance.com/u/HMLG/20181116/9627d054f47d4596a88a05b27e39e384.jpg, https://homelegance.com/u/HMLG/20181116/d7c6c67f558449f79c726bd5c80c4f73.jpg, https://homelegance.com/u/HMLG/20181116/4dc7511ef48b49a29cc2c55915b4a3d2.jpg, https://homelegance.com/u/HMLG/20181116/dc6017c108d84a36a9f607eaa63ee1d0.jpg, https://homelegance.com/u/HMLG/20181116/c78d175020e24f2da8b101bbbbbb17c8.jpg",The contemporary look of the Alfio Collection is enhanced with extraordinary function creating storage and sleep space within your living room. Conveniently stored beneath the sofa is a pull out trundle that rises to create a bed while the top of the attached chaise opens to reveal ample storage space. The available coordinating chair features pull-out ottoman. The available fabrics – blue or two-tone grey - adjustable headrests and the silver-colored feet complete the modern look and functionality of this unique seating collection.,9808BUE*SC,seating,,,9808BUE*SC,439,Sectional with Pull-out Bed and Hidden Storage,98.75 x 66 x 34.25 - 41H,9808BUE-1,209,Chair with Pull-out Ottoman,46.25 x 39 x 34.25 - 41H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alfio Collection,"https://homelegance.com/u/HMLG/20181023/cf66a88c961243228c59c385dc809a16.jpg, https://homelegance.com/u/HMLG/20181023/3f5de61aa4ba45c7a5dbd0ac1786d477.jpg, https://homelegance.com/u/HMLG/20181023/efcc585ec25d4fb49c3ba650de9becd8.jpg, https://homelegance.com/u/HMLG/20181023/b4d26f19c2414b2692c180b2d6e35664.jpg, https://homelegance.com/u/HMLG/20181023/344c66139c1d4d7ea60c5d98a466d982.jpg, https://homelegance.com/u/HMLG/20181023/b47ba33f9cf648d5ba634b6387ac128d.jpg, https://homelegance.com/u/HMLG/20181023/91c2d4f661384156827ef8b7930ed135.jpg, https://homelegance.com/u/HMLG/20181023/c3a4fa1495fe4caeaf430f7968a859d2.jpg, https://homelegance.com/u/HMLG/20181023/aaa85ad2a60e4b0eb15fc5484bab29af.jpg, https://homelegance.com/u/HMLG/20181023/56e13214ebf34e2ba899cf1b59e3ced8.jpg, https://homelegance.com/u/HMLG/20181023/a8c2f5d1246d4dd5b7dcd0b50ff2ed83.jpg, https://homelegance.com/u/HMLG/20181023/61cf29e01b914455aae45c6d97e30fd4.jpg, https://homelegance.com/u/HMLG/20181023/3ad66858e8bb47efafcde7793669bf24.jpg, https://homelegance.com/u/HMLG/20181023/e76fac8ce62946b6acb72762744970b1.jpg, https://homelegance.com/u/HMLG/20181023/280a8ef79b2d4602aa61ed5e7f7431eb.jpg, https://homelegance.com/u/HMLG/20181023/382a74ed366c4ef49a699c7b1e8d54c6.jpg, https://homelegance.com/u/HMLG/20181023/0882f8e357424dc2bf5557aef325b709.jpg","The contemporary look of the Alfio Collection is enhanced with extraordinary function creating storage and sleep space within your living room. Conveniently stored beneath the sofa is a pull out trundle that rises to create a bed while the top of the attached chaise opens to reveal ample storage space. The available coordinating chair features pull-out ottoman. The two-tone fabrics, adjustable headrests and the silver-colored feet further the modern look and functionality of this unique seating collection.",9808*SC,seating,,,9808-1,209,Chair with Pull-out Ottoman,46.25 x 39 x 34.25 - 41H,9808*SC,439,Sectional with Pull-out Bed and Hidden Storage,98.75 x 66 x 34.25 - 41H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermillion Collection,"https://homelegance.com/u/HMLG/20180906/0654270f365b46969dbd70372fbbbf35.jpg, https://homelegance.com/u/HMLG/20180906/150e7ac3363d442e982e96d00bbc9f5f.jpg, https://homelegance.com/u/HMLG/20180906/0de4de9d295c4c9ca1c23ade5ec34c62.jpg, https://homelegance.com/u/HMLG/20180906/8389b402d5014f0dbfa078547ab7e164.jpg, https://homelegance.com/u/HMLG/20181210/4daa6fffb80942ff8cd7ebb91e3100d3.jpg, https://homelegance.com/u/HMLG/20181210/4650e7d273b2482fbbb9b9a1093b6868.jpg, https://homelegance.com/u/HMLG/20180906/539570bd1d9f48e3a536c2b2f8ffb4b2.jpg",The unique profile of the Vermillion Collection presents a thoroughly modern choice for your living room. The collection is offered in two fabric options – dark blue-grey and fog grey – for versatile placement within your preferred decorative scheme. The interior profile of the seating features a rolled design that is distinctly different from the straight lines of the exterior. Chrome legs provide contrast as do the reversible fabric tones of the toss pillows.,9809BU-3,seating,,,9809BU-3,229,"Sofa, 4 Pillows",84 x 33.5 x 28.5H,9809BU-2,209,"Love Seat, 2 Pillows",59.5 x 33.5 x 28.5H,9809BU-1,155,Chair,38 x 33.5 x 28.5H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermillion Collection,"https://homelegance.com/u/HMLG/20180906/81c1e3c715dd4025a020b642cfd81d49.jpg, https://homelegance.com/u/HMLG/20180906/b893d5e086af463ca3dfd491d166c76c.jpg, https://homelegance.com/u/HMLG/20180906/57232f237a074b88b33184a8a1af640e.jpg, https://homelegance.com/u/HMLG/20180906/1d479d4a441845c69ba3a03434f1449b.jpg, https://homelegance.com/u/HMLG/20180906/b3619e3da6cd4bb59295ff6396c6f6ae.jpg, https://homelegance.com/u/HMLG/20180906/2f9f2a369cbf41d3abde174098af2164.jpg, https://homelegance.com/u/HMLG/20180906/2a62a50182de47ceb1eab8f3996662d2.jpg",The unique profile of the Vermillion Collection presents a thoroughly modern choice for your living room. The collection is offered in two fabric options – dark blue-grey and fog grey – for versatile placement within your preferred decorative scheme. The interior profile of the seating features a rolled design that is distinctly different from the straight lines of the exterior. Chrome legs provide contrast as do the reversible fabric tones of the toss pillows.,9809FG-3,seating,,,9809FG-3,229,"Sofa, 4 Pillows",84 x 33.5 x 28.5H,9809FG-2,209,"Love Seat, 2 Pillows",59.5 x 33.5 x 28.5H,9809FG-1,155,Chair,38 x 33.5 x 28.5H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bronagh Collection,"https://homelegance.com/u/HMLG/20181221/a22021b2c7b84a57801729d427c13541.jpg, https://homelegance.com/u/HMLG/20181221/4f8053b4d80345648f697fa88d79bda8.jpg, https://homelegance.com/u/HMLG/20181221/0dcef838de2b46979f256f53af558d79.jpg, https://homelegance.com/u/HMLG/20181221/906c69de71dd4c1aad8d23a6668dbfe2.jpg, https://homelegance.com/u/HMLG/20181221/fb45e76089dd494d920060e45f4251d7.jpg, https://homelegance.com/u/HMLG/20181221/304ba08f349f4bd0b659b3f303c9911d.jpg, https://homelegance.com/u/HMLG/20181221/79d75553e91c4065a7ba21093bc3c010.jpg","Providing ample seating for your casual living room is the Bronagh Collection. Chocolate
fabric with contrast welting covers this sectional seating group. Dual end recliners are
engaged by the manual pull mechanism mounted on the side of each end. The plush seating,
arms and back help to create a relaxing environment for you to spend your downtime.",9811*SC,seating,,,9811-2L,214.88,Left Side Reclining Love Seat,55 x 39.5 x 39H,9811-2R,215.06,Right Side Reclining Love Seat,55 x 39.5 x 39H,9811-CR,169.06,Corner Seat,67 x 43.5 x 39H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rittman Collection,"https://homelegance.com/u/HMLG/20180816/c9116f9c5ba34ecd9c077484df404da3.jpg, https://homelegance.com/u/HMLG/20180816/98d592b0935344ac81b9bd995bb7d337.jpg, https://homelegance.com/u/HMLG/20180816/32b3bba7cc5f41d2a36903252fd2660f.jpg, https://homelegance.com/u/HMLG/20180816/c2e54292da3f4cfbb64dac730425c48e.jpg, https://homelegance.com/u/HMLG/20180816/01d5a7f033fb41ada99618803a92e6fb.jpg, https://homelegance.com/u/HMLG/20180816/039b0908bdd44547879f06abe2ade67b.jpg, https://homelegance.com/u/HMLG/20180816/a99a13e7d355403b99f2785b870d4f9b.jpg","Mid-Century design inspires the sophisticated look of the Rittman Collection which will be at home in your living room. The fabric covering is offered in blue or grey, each perfectly complemented by the wood base rail and feet that support the collection. Stitch tufting lends further definition to the classic profile.",9814BU-3,seating,,,9814BU-3,189,"Sofa, Blue Fabric",80 x 32 x 34H,9814BU-2,169,"Love Seat, Blue Fabric",58 x 32 x 34H,9814BU-1,129,"Chair, Blue Fabric",38 x 32 x 34H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rittman Collection,"https://homelegance.com/u/HMLG/20180816/8f09ba9c1a524d7495dcedf92d51570f.jpg, https://homelegance.com/u/HMLG/20180816/474c626ac82e4933a4524b4cc1038a79.jpg, https://homelegance.com/u/HMLG/20180816/2b06ae59f3be4288b21a145eebee0695.jpg, https://homelegance.com/u/HMLG/20180816/818a56f5757a4084b715072348076938.jpg, https://homelegance.com/u/HMLG/20180816/ef7c121320064896a46ea274c4fb49f8.jpg, https://homelegance.com/u/HMLG/20180816/0017c9e308dc4bec9dbfb614677e2a4f.jpg, https://homelegance.com/u/HMLG/20180816/68f082e91e3c447eb46a428b4dae1e3c.jpg","Mid-Century design inspires the sophisticated look of the Rittman Collection which will be at home in your living room. The fabric covering is offered in blue or grey, each perfectly complemented by the wood base rail and feet that support the collection. Stitch tufting lends further definition to the classic profile.",9814GY-3,seating,,,9814GY-3,189,"Sofa, Gray Fabric",80 x 32 x 34H,9814GY-2,169,"Love Seat, Gray Fabric",58 x 32 x 34H,9814GY-1,129,"Chair, Gray Fabric",38 x 32 x 34H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beacon Park Collection,"https://homelegance.com/u/HMLG/20180710/74a73758261f4b8a88bd3d5660cc4fdc.jpg, https://homelegance.com/u/HMLG/20180710/53b3864f9d7843c7921dadbd12218ff0.jpg, https://homelegance.com/u/HMLG/20180710/7b52c67fa3584cbd97ef0354e4079987.jpg, https://homelegance.com/u/HMLG/20180710/3c97f1d5e2c7485e83cd576b75610b5a.jpg, https://homelegance.com/u/HMLG/20180710/5f278c2dabe3436dad352f28b80866ec.jpg, https://homelegance.com/u/HMLG/20180710/7c0732159538449ca13fa9762b44474e.jpg, https://homelegance.com/u/HMLG/20180710/e1fa704d2e68429fbb26cfc29e254488.jpg, https://homelegance.com/u/HMLG/20180710/9c1b282207d54da7a9e17757841997aa.jpg, https://homelegance.com/u/HMLG/20180710/85b6a61c4c18475c9f993293bf387277.jpg, https://homelegance.com/u/HMLG/20180710/ad8f90b8f1f3478c9795209fb048dfd7.jpg, https://homelegance.com/u/HMLG/20180710/a4517eb8868e43cca7b05a42210a496d.jpg, https://homelegance.com/u/HMLG/20180710/98998b89042e4587b6e067d53e55f713.jpg, https://homelegance.com/u/HMLG/20180710/edd3edd54c64437e971a0eed6bb71f24.jpg","Modern traditional styling is paired with a unique fabric print to create the perfect seating addition for your home. Rolled arms, grey fabric, wood base rail and nailhead accenting lend to the classic profile of the collection while the geometric pattern of the coordinating chair and toss pillows lend a distinct modern flair. This seating collection features reversible seat and back cushions.",9817DG-3,seating,,,9817DG-3,209,"Sofa, 2 Pillows",86 x 34 x 37.25H,9817DG-2,189,"Love Seat, 2 Pillows",63 x 34 x 37.25H,9817-1S,149,Accent Chair,41 x 34 x 37.25H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
