name,images,description,number,category,id,sub_categories,product_item_1_number,product_item_1_price,product_item_1_description,product_item_1_dimensions,product_item_2_number,product_item_2_price,product_item_2_description,product_item_2_dimensions,product_item_3_number,product_item_3_price,product_item_3_description,product_item_3_dimensions,product_item_4_number,product_item_4_price,product_item_4_description,product_item_4_dimensions,product_item_5_number,product_item_5_price,product_item_5_description,product_item_5_dimensions,product_item_6_number,product_item_6_price,product_item_6_description,product_item_6_dimensions,product_item_7_number,product_item_7_price,product_item_7_description,product_item_7_dimensions,product_item_8_number,product_item_8_price,product_item_8_description,product_item_8_dimensions,product_item_9_number,product_item_9_price,product_item_9_description,product_item_9_dimensions,product_item_10_number,product_item_10_price,product_item_10_description,product_item_10_dimensions,product_item_11_number,product_item_11_price,product_item_11_description,product_item_11_dimensions
Shola Collection,"https://homelegance.com/u/HMLG/20181220/be39c9ad8247468d86c5e2efb40a9dee.jpg, https://homelegance.com/u/HMLG/20181220/0ff03b2ad7994cd88aea932e825c182f.jpg, https://homelegance.com/u/HMLG/20181220/338018c97bc5417d8bdf6f54544fae64.jpg, https://homelegance.com/u/HMLG/20181220/4460f02b028c4e4483c4c2c5f565f136.jpg, https://homelegance.com/u/HMLG/20181220/ef0a9f66b1864ac1b45f0747f9527f58.jpg, https://homelegance.com/u/HMLG/20181220/7b90600866bf4f29a8d7afc8306fdaec.jpg, https://homelegance.com/u/HMLG/20181220/db4704c82ac241a98a08d54b174c8135.jpg, https://homelegance.com/u/HMLG/20181220/6796f427c9b84607b9556bb1934d73d8.jpg, https://homelegance.com/u/HMLG/20181220/e1bef5aa13214b7d8d1c105c1f4accac.jpg, https://homelegance.com/u/HMLG/20181220/3f6cd84bec534c569398396fe67df7d2.jpg, https://homelegance.com/u/HMLG/20181220/00b49321a8984149812a778b1c9972ae.jpg, https://homelegance.com/u/HMLG/20181220/cc78a1816ce14522a3468cd77d96a564.jpg, https://homelegance.com/u/HMLG/20181220/f378498529344fdf963e0a938348e2bd.jpg, https://homelegance.com/u/HMLG/20181220/2b093ed2170a47039245738b1a8e8f49.jpg, https://homelegance.com/u/HMLG/20181220/b93082277bf445c7a4da9c6e8f65f03f.jpg","Styled for the transitional home, the Shola Collection is a comfortable and functional addition to your living room. This reclining
seating group is offered in a brown or gray fabric, with contrast stitching, making it a neutral decorative choice for a number of
home environments. The power motion reclining and headrest mechanism, once engaged, operates to take you from seated to
reclined in an easy motion with personalized head support. The sofa features dual reclining ends, as does the love seat. The sofa
has a drop-down center back that reveals cupholders, flat surface, USB port and power supply. The love seat features a center
console with cupholders and lift-top storage. The collection is also available in manual pull version.",9848GY-3PWH,seating,,,9848GY-3PWH,529,"POWER Double Reclining Sofa with Power Headrests, Drop-Down Cup Holders, Receptacles & USB Ports",83.5 x 40.5 x 43.5 - 45H,9848GY-3,369,Double Reclining Sofa with Drop-Down Cup Holders & Receptacles,83.5 x 40.5 x 43.5H,9848GY-2PWH,529,"POWER Double Reclining Love Seat with Center Console, Power Headrests & USB Ports",74 x 40.5 x 43.5 - 45H,9848GY-2,369,Double Glider Reclining Love Seat with Center Console,74 x 40.5 x 43.5H,9848GY-1PWH,299,POWER Reclining Chair with Power Headrest & USB Port,37.5 x 40.5 x 43.5 - 45H,9848GY-1,219,Glider Reclining Chair,37.5 x 40.5 x 43.5H,,,,,,,,,,,,,,,,,,,,
Borneo Collection,"https://homelegance.com/u/HMLG/20181220/8925f83e46ec4d93ac0fb77e201f1342.jpg, https://homelegance.com/u/HMLG/20181220/83c51e543faa485d9585c613780b0da5.jpg, https://homelegance.com/u/HMLG/20181220/64453676b7c946218313ab82706de148.jpg, https://homelegance.com/u/HMLG/20181220/3c5d58afe2934b40bd8088d6e30aa5fd.jpg, https://homelegance.com/u/HMLG/20181220/4d905599df5d451b81749819033792af.jpg, https://homelegance.com/u/HMLG/20181220/76a206afa0f144ed8ca7288a4d4deafb.jpg, https://homelegance.com/u/HMLG/20181220/d29f5b35768e42df8ac9b36451217bbd.jpg, https://homelegance.com/u/HMLG/20181220/3ef3588c97bf4db485cd4509444922a9.jpg, https://homelegance.com/u/HMLG/20181220/be6d2ee72a834652ab7d82e6a3b069a7.jpg, https://homelegance.com/u/HMLG/20181220/9814abddd5aa4926994495558c6f26e5.jpg, https://homelegance.com/u/HMLG/20181220/9aa02ff1fe094aada2f510eacdb200e9.jpg, https://homelegance.com/u/HMLG/20181220/f7f801d3d28146f4ad982450284e6aa0.jpg, https://homelegance.com/u/HMLG/20181220/d07771de0949421694e29826244a28da.jpg, https://homelegance.com/u/HMLG/20181220/914f1a09a36849ea85269557130afcc2.jpg","Styled for the modern-transitional home, the Borneo Collection is a comfortable and functional addition to
your living room. This reclining seating group is offered in chocolate or mocha fabric, with subtle contrast
stitching, making it a neutral decorative choice for a number of home environments. The power motion
reclining and headrest mechanism, once engaged, operates to take you from seated to reclined in an easy
motion with personalized head support. The sofa features dual reclining ends, as does the love seat. The
center console of the love seat provides functional use with the convenience of cupholders and lift-top
storage.",9849CH-3PWH,seating,,,9849CH-3PWH,529,POWER Double Reclining Sofa with Power Headrests & USB Ports,98 x 41.5 x 39 - 40.5H,9849CH-3,369,Double Reclining Sofa,98 x 41.5 x 39H,9849CH-2PWH,529,"POWER Double Reclining Love Seat with Center Console, Power Headrests & USB Ports",85.5 x 41.5 x 39 - 40.5H,9849CH-2,369,Double Reclining Love Seat with Center Console,85.5 x 41.5 x 39H,9849CH-1PWH,299,POWER Reclining Chair with Power Headrest & USB Port,45 x 41.5 x 39 - 40.5H,9849CH-1,219,Glider Reclining Chair,45 x 41.5 x 39H,,,,,,,,,,,,,,,,,,,,
Borneo Collection,"https://homelegance.com/u/HMLG/20181220/d5545b9c81bc4c8bbdc4546c7dd7778c.jpg, https://homelegance.com/u/HMLG/20181220/c69e527676b8420e95c3e422f1d38fb6.jpg, https://homelegance.com/u/HMLG/20181220/89dfce0040944a049d6d36c4550265cd.jpg, https://homelegance.com/u/HMLG/20181220/a55ad646f0c1439daa6bacba3d243585.jpg, https://homelegance.com/u/HMLG/20181220/34cf309b5c4c48048b000db989262196.jpg, https://homelegance.com/u/HMLG/20181220/f2c4cdb61ed2482480c221c6d7d7abd2.jpg, https://homelegance.com/u/HMLG/20181220/1652ff1001384b959c978e6665807b94.jpg, https://homelegance.com/u/HMLG/20181220/e63278faf60242f39a55c1ba66eeca20.jpg, https://homelegance.com/u/HMLG/20181220/7543d3e4f5ca493db51e1a6de41c02c1.jpg, https://homelegance.com/u/HMLG/20181220/249a74d9ed114daebe50cb1bab110116.jpg, https://homelegance.com/u/HMLG/20181220/832808c8caaf4b6fae2fee7102fcce99.jpg, https://homelegance.com/u/HMLG/20181220/d748106fa72445e98675cc8fa227021e.jpg, https://homelegance.com/u/HMLG/20181220/905adac10f0546309aca641a07b2d422.jpg, https://homelegance.com/u/HMLG/20181220/0a60272a9a344f23bd52480879eef609.jpg","Styled for the modern-transitional home, the Borneo Collection is a comfortable and functional addition to
your living room. This reclining seating group is offered in chocolate or mocha fabric, with subtle contrast
stitching, making it a neutral decorative choice for a number of home environments. The power motion
reclining and headrest mechanism, once engaged, operates to take you from seated to reclined in an easy
motion with personalized head support. The sofa features dual reclining ends, as does the love seat. The
center console of the love seat provides functional use with the convenience of cupholders and lift-top
storage.",9849MC-3PWH,seating,,,9849MC-3PWH,529,POWER Double Reclining Sofa with Power Headrests & USB Ports,98 x 41.5 x 39 - 40.5H,9849MC-3,369,Double Reclining Sofa,98 x 41.5 x 39H,9849MC-2PWH,529,"POWER Double Reclining Love Seat with Center Console, Power Headrests & USB Ports",85.5 x 41.5 x 39 - 40.5H,9849MC-2,369,Double Reclining Love Seat with Center Console,85.5 x 41.5 x 39H,9849MC-1PWH,299,POWER Reclining Chair with Power Headrest & USB Port,45 x 41.5 x 39 - 40.5H,9849MC-1,219,Glider Reclining Chair,45 x 41.5 x 39H,,,,,,,,,,,,,,,,,,,,
Andes Collection,"https://homelegance.com/u/HMLG/20181129/d067bb170c10498d990dabb6846e0c55.jpg, https://homelegance.com/u/HMLG/20181129/acbdfb4adddb429fb999c31e028679c8.jpg, https://homelegance.com/u/HMLG/20181129/6dc94554c7024ecf88348b5d93c81ca5.jpg, https://homelegance.com/u/HMLG/20181129/26a30dce24114424b41ff2cd2b614398.jpg, https://homelegance.com/u/HMLG/20181129/e732c516c5d24c0ea226512a1d7b740b.jpg, https://homelegance.com/u/HMLG/20181129/0ff80b3eb7db403aa29f57c113c96ffb.jpg, https://homelegance.com/u/HMLG/20181129/b10731b547dc4a419b6d1a94772591bb.jpg, https://homelegance.com/u/HMLG/20181129/f1840b8ceba74b19b04205fca421b448.jpg, https://homelegance.com/u/HMLG/20181129/641df3b4d9b64efbbd8859cd3b78bee6.jpg, https://homelegance.com/u/HMLG/20181129/16fce2a49cca44bcab26e66e06e033e5.jpg, https://homelegance.com/u/HMLG/20181129/e69f03d5ea2243e18ecfd00067f9c2e0.jpg, https://homelegance.com/u/HMLG/20181129/abadfb8ab8b04429939251e3d4706bab.jpg, https://homelegance.com/u/HMLG/20181129/f3f013fbc34a45f1a5c74a7c3230dfc1.jpg, https://homelegance.com/u/HMLG/20181205/d5dc2e64602a4c908b4926eceb6f663f.jpg",The transitional look of the Andes Collection is enhanced with extraordinary function creating storage and sleep space within your living room. Conveniently stored beneath the sofa is a pull out trundle that rises to create a bed while the top of the attached chaise opens to reveal ample storage space. The available coordinating chair features a pull-out ottoman. The collection is offered in either taupe or gray fabric – each with contrast stitching.,9858GY*SC,seating,,,9858GY-L,,Left Side 2-Seater with Pull-out Bed,61 x 37.75 x 41H,9858GY-R,,Right Side Chaise with Storage,37 x 65.75 x 41H,9858GY-1,209,Chair with Pull-out Ottoman,47 x 37.75 x 41H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andes Collection,"https://homelegance.com/u/HMLG/20181129/8ad2ac6581554567a3d5d4f317dc009e.jpg, https://homelegance.com/u/HMLG/20181129/a9653b0cc8f0486194072de7140a8b47.jpg, https://homelegance.com/u/HMLG/20181129/e61ce4a762884d1094074b89a3c3fa86.jpg, https://homelegance.com/u/HMLG/20181129/94f28fb0af514bfea6c840e1a85a7837.jpg, https://homelegance.com/u/HMLG/20181129/ace98a2e86494d3f94583c2da0ecfe7c.jpg, https://homelegance.com/u/HMLG/20181129/43c6a8e5930f425a9e7a1e1ca47725dc.jpg, https://homelegance.com/u/HMLG/20181129/0e83eea08d374bd3ba791da499a32a79.jpg, https://homelegance.com/u/HMLG/20181129/2942b5edd2be422181055ec3628fb88c.jpg, https://homelegance.com/u/HMLG/20181129/52c70291149b4909982b1ce53eb92415.jpg, https://homelegance.com/u/HMLG/20181129/3413127c93a54ce5ac4558a9e4e7f565.jpg, https://homelegance.com/u/HMLG/20181129/2aa979da82de4a909c5da67ff0ab7fbb.jpg, https://homelegance.com/u/HMLG/20181129/1938401f5f2d4b6faf7c03af018f2822.jpg, https://homelegance.com/u/HMLG/20181129/eb5c7450662941b7b0463d90eb03531e.jpg, https://homelegance.com/u/HMLG/20181205/e4b4ed06a9a5490cba747983cf14c7a1.jpg",The transitional look of the Andes Collection is enhanced with extraordinary function creating storage and sleep space within your living room. Conveniently stored beneath the sofa is a pull out trundle that rises to create a bed while the top of the attached chaise opens to reveal ample storage space. The available coordinating chair features a pull-out ottoman. The collection is offered in either taupe or gray fabric – each with contrast stitching.,9858TP*SC,seating,,,9858TP-L,,Left Side 2-Seater with Pull-out Bed,61 x 37.75 x 41H,9858TP-R,,Right Side Chaise with Storage,37 x 65.75 x 41H,9858TP-1,209,Chair with Pull-out Ottoman,47 x 37.75 x 41H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jareth Collection,"https://homelegance.com/u/HMLG/20181125/dd65ec43147c4799ad0828e99097f3da.jpg, https://homelegance.com/u/HMLG/20181125/0ecdbdffb35e43d2b14dc9ea85187013.jpg, https://homelegance.com/u/HMLG/20181125/05e61de8d3614b05aa7ba157902a783b.jpg, https://homelegance.com/u/HMLG/20181125/b806e7296bf54ca4846bde191a39f083.jpg, https://homelegance.com/u/HMLG/20181125/5e9b9e75e3ec4be49696bdc7b48264df.jpg, https://homelegance.com/u/HMLG/20181125/80f0b9a1b5b943288760385e1ead1dc6.jpg, https://homelegance.com/u/HMLG/20181125/9837b1d59cde4557bcfedd3890e1657e.jpg, https://homelegance.com/u/HMLG/20181125/b799a4f42b2d42ad903647eabfe29163.jpg, https://homelegance.com/u/HMLG/20181023/e63507769664402a96dbd6a659e48745.jpg","Providing the assistance that you require for ease of mobility, the Jareth Collection is designed for comfort and function. The electronic lift mechanism takes you from seated to reclined or fully lifted into a standing position with the touch of a button. Soothing heat is timed at 1 minute segments while vibration massage further creates a restful environment. The rolled panel back and arms lend to the transitional styling while the optional covers - grey or brown bi-cast vinyl -allow for perfect placement within your home.",9859BRW-1LT,seating,,,9859BRW-1LT,275,"POWER Lift Chair with Massage & Heat, Brown PU",33 x 36 x 40 - 56.25H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jareth Collection,"https://homelegance.com/u/HMLG/20181125/77cc2e78020e488ea5965fcd375e92b0.jpg, https://homelegance.com/u/HMLG/20181125/fd6a9ee24dc04d09a3f83ecf4f88e811.jpg, https://homelegance.com/u/HMLG/20181125/f26e2ebc51d04819915670f7c9118ce5.jpg, https://homelegance.com/u/HMLG/20181125/5a6d11ad1bb8494192a8b7063b710242.jpg, https://homelegance.com/u/HMLG/20181125/f60d35981bf348e78996ed8c625c2783.jpg, https://homelegance.com/u/HMLG/20181125/1e4f4ad6cf864c29b655fa415f693705.jpg, https://homelegance.com/u/HMLG/20181125/957ed83247b54a00a7e400d71d44e01a.jpg, https://homelegance.com/u/HMLG/20181125/bee35439e4004e60b22e4bf424166d51.jpg, https://homelegance.com/u/HMLG/20181023/24c33756a0fc4ad391dea77c4983ac7b.jpg","Providing the assistance that you require for ease of mobility, the Jareth Collection is designed for comfort and function. The electronic lift mechanism takes you from seated to reclined or fully lifted into a standing position with the touch of a button. Soothing heat is timed at 1 minute segments while vibration massage further creates a restful environment. The rolled panel back and arms lend to the transitional styling while the optional covers - grey or brown bi-cast vinyl -allow for perfect placement within your home.",9859GRY-1LT,seating,,,9859GRY-1LT,275,"POWER Lift Chair with Massage & Heat, Gray PU",33 x 36 x 40 - 56.25H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proctor Collection,"https://homelegance.com/u/HMLG/20181125/3abbee07389b491785043aaf86773330.jpg, https://homelegance.com/u/HMLG/20181125/22007bf6b4e54d12951b246937c0ca10.jpg, https://homelegance.com/u/HMLG/20181125/bda550a122524be493b8607b0caac540.jpg, https://homelegance.com/u/HMLG/20181125/739194b74131429c838a4fa7fbf1b789.jpg, https://homelegance.com/u/HMLG/20181125/8175158bbafc49c9b450634df2743c5e.jpg, https://homelegance.com/u/HMLG/20181125/6df80301dcf74e8daf726af0aa256b27.jpg, https://homelegance.com/u/HMLG/20181125/8ba78dbd9fd54ecca83a51f334fc4151.jpg, https://homelegance.com/u/HMLG/20181125/ebbc391dc70d4e3dabdff625dad3da15.jpg, https://homelegance.com/u/HMLG/20181023/879c0bc5b65b4e91a7b3720abc30d52e.jpg","Providing the assistance that you require for ease of mobility, the Proctor Collection is designed for comfort and function. The electronic lift mechanism takes you from seated to reclined or fully lifted into a standing position with the touch of a button. Soothing heat is timed at initiated 1 minute segments while vibration massage further creates a restful environment. The track-style arm and stitch tufted accent of the seat and back lend to a modern-transitional styling, while the optional covers - grey or brown bi-cast vinyl –further allow for perfect placement within your home.",9860BRW-1LT,seating,,,9860BRW-1LT,275,"POWER Lift Chair with Massage & Heat, Brown PU",30.5 x 35 x 41 - 56.25H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proctor Collection,"https://homelegance.com/u/HMLG/20181125/0218d67863c9485b84d951294a393fef.jpg, https://homelegance.com/u/HMLG/20181125/87a85c9744014547850f909434f58fa7.jpg, https://homelegance.com/u/HMLG/20181125/cb133e886ecc44ba861e9040c78b1e8d.jpg, https://homelegance.com/u/HMLG/20181125/d2bf0aa11f1e40358be85aaff561f59a.jpg, https://homelegance.com/u/HMLG/20181125/92509ab7c26e4b55a982dfb38f31a8de.jpg, https://homelegance.com/u/HMLG/20181125/908ed2a0c9264c6191dbda15a347109e.jpg, https://homelegance.com/u/HMLG/20181125/09a1d83b03624a4198d1f5556d253734.jpg, https://homelegance.com/u/HMLG/20181125/e2a4d93c33194e7d8d081422121d5b03.jpg, https://homelegance.com/u/HMLG/20181023/4aa09529001f42c292a3d5ab6b93f22f.jpg","Providing the assistance that you require for ease of mobility, the Proctor Collection is designed for comfort and function. The electronic lift mechanism takes you from seated to reclined or fully lifted into a standing position with the touch of a button. Soothing heat is timed at initiated 1 minute segments while vibration massage further creates a restful environment. The track-style arm and stitch tufted accent of the seat and back lend to a modern-transitional styling, while the optional covers - grey or brown bi-cast vinyl –further allow for perfect placement within your home.",9860GRY-1LT,seating,,,9860GRY-1LT,275,"POWER Lift Chair with Massage & Heat, Gray PU",30.5 x 35 x 41 - 56.25H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Layanna Collection,"https://homelegance.com/u/HMLG/20190131/3e094ebc2ffe4232a4046d30c0c0217b.jpg, https://homelegance.com/u/HMLG/20190131/47f25bb043184a10b722379a4905f92a.jpg, https://homelegance.com/u/HMLG/20190131/22438176d54845b89187ba500ca59c17.jpg, https://homelegance.com/u/HMLG/20190131/da726ad5ae3e431bb1ebcbfc86cf785e.jpg, https://homelegance.com/u/HMLG/20190131/ca8524bbcb70421a844ffc9fd393c7e7.jpg, https://homelegance.com/u/HMLG/20190131/c7621cc42b5643aba374e01345c73fe9.jpg","In creating the perfect recreational room, you need
functional pieces that provide comfort to your friends and
family. The Layanna Collection, with a quick adjustment
to the click mechanism, turns from a casual sofa into a
flat platform perfect for sleeping or just hanging out. The
Layanna Collection is offered in brown and gray fabric for
versatile placement within your decorative environment.",9866BR-3CL,seating,,,9866BR-3CL,219,Elegant Lounger,Sofa: 81 x 34.75 x 36.75H Bed: 81 x 47 x 26H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Layanna Collection,"https://homelegance.com/u/HMLG/20190131/163dd733e5434cc28f0992a2ab6d3fd5.jpg, https://homelegance.com/u/HMLG/20190131/401a40ddbe6e417a810cd45e5fa12786.jpg, https://homelegance.com/u/HMLG/20190131/44ca149799cb4984bf1032bda5bf010f.jpg, https://homelegance.com/u/HMLG/20190131/9e99ca4262fb401b87ca69c1d08c4669.jpg, https://homelegance.com/u/HMLG/20190131/5fb4330521fb4d0aa87b56c578a4dc41.jpg","In creating the perfect recreational room, you need
functional pieces that provide comfort to your friends and
family. The Layanna Collection, with a quick adjustment
to the click mechanism, turns from a casual sofa into a
flat platform perfect for sleeping or just hanging out. The
Layanna Collection is offered in brown and gray fabric for
versatile placement within your decorative environment.",9866GY-3CL,seating,,,9866GY-3CL,219,Elegant Lounger,Sofa: 81 x 34.75 x 36.75H Bed: 81 x 47 x 26H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greerman Collection,"https://homelegance.com/u/HMLG/20181220/ff90ab55572442f0916ea9953717aca1.jpg, https://homelegance.com/u/HMLG/20181220/e941c27deb7e40a49c594e47594ca66f.jpg, https://homelegance.com/u/HMLG/20181220/e9ff819466ae43e881c4f34a6ed2e7a5.jpg, https://homelegance.com/u/HMLG/20181220/e0aa5ca83c2f4dd090a5336ea455696e.jpg, https://homelegance.com/u/HMLG/20181220/9db69e06db50415a929a2593b23ea72e.jpg","With a design that lends to home decors ranging from transitional to modern, the
versatile styling of the Greerman Collection will fit perfectly in your casual living
room. This sofa-chaise features a left side two-seat configuration that is punctuated
with right side end chaise. The cherry-finished wood base rail and support legs lend
considerable accent to the neutral gray fabric that covers the collection. Kidney pillows
offer additional support to the seat back of the sofa.",9890GY*SC,seating,,,9890GY*SC,449,2-Piece Sectional Set,107 x 69 x 36H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miralina Collection,"https://homelegance.com/u/HMLG/20181125/6e9bc550935a4c1ca5cf12075adf7acb.jpg, https://homelegance.com/u/HMLG/20181125/37e9036174ca4f56ab08d2e20e541c99.jpg, https://homelegance.com/u/HMLG/20181125/3793188552294752a6d3270ca4026b3d.jpg, https://homelegance.com/u/HMLG/20181125/6431628f3f4343a8a0119bd5d73ec500.jpg, https://homelegance.com/u/HMLG/20181125/d2c4232be28e4dc9a3bc61a2b8de2062.jpg, https://homelegance.com/u/HMLG/20181125/2c9ce82cb5a248108847b1065a92214b.jpg, https://homelegance.com/u/HMLG/20181125/12ae060f044e44c49ad297e2d054c487.jpg, https://homelegance.com/u/HMLG/20181023/d4104a397a37436d9142718ef8efd55e.jpg","The Miralina Collection provides the assistance you require to meet your mobility needs. The electronic lift mechanism takes you from seated to reclined or fully lifted into a standing position with the touch of a button. Soothing heat paired with vibration massage further creates a restful environment. The slight flared arm and roll accent of the seatback lend to a modern-transitional styling, while the optional fabric covers - grey, brown or blue - provide neutral accent to your home's decor.",9868BRW-1LT,seating,,,9868BRW-1LT,265,POWER Lift Chair with Massage & Heat,30 x 34 x 41 - 54H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miralina Collection,"https://homelegance.com/u/HMLG/20181125/054f63603318494999054bfed1f24c5a.jpg, https://homelegance.com/u/HMLG/20181125/28c2d9909aea4674a0fc686aa4b2edaf.jpg, https://homelegance.com/u/HMLG/20181125/13224c1a83994daeab9568fb52b9a6d0.jpg, https://homelegance.com/u/HMLG/20181125/899556c60d964814ac3bbe1dbb414787.jpg, https://homelegance.com/u/HMLG/20181125/e84e726da2a7425485e243d25e8ab9e1.jpg, https://homelegance.com/u/HMLG/20181125/fcc73b609f354dce82c33d2839601514.jpg, https://homelegance.com/u/HMLG/20181125/6719b267b7a6431daf87c37da7a9b312.jpg, https://homelegance.com/u/HMLG/20181125/7b75819c583a4c14b5fdb6c59244176d.jpg","The Miralina Collection provides the assistance you require to meet your mobility needs. The electronic lift mechanism takes you from seated to reclined or fully lifted into a standing position with the touch of a button. Soothing heat paired with vibration massage further creates a restful environment. The slight flared arm and roll accent of the seatback lend to a modern-transitional styling, while the optional fabric covers - grey, brown or blue - provide neutral accent to your home's decor.",9868BUE-1LT,seating,,,9868BUE-1LT,265,POWER Lift Chair with Massage & Heat,30 x 34 x 41 - 54H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miralina Collection,"https://homelegance.com/u/HMLG/20181125/90243e03b4d9440eac580b32c4fd7222.jpg, https://homelegance.com/u/HMLG/20181125/2ca498b10f2b4dc3833d77d252db48a9.jpg, https://homelegance.com/u/HMLG/20181125/316c8cea30bd423985f506aa6542a539.jpg, https://homelegance.com/u/HMLG/20181125/aaea4be65235492896765506f3b50a15.jpg, https://homelegance.com/u/HMLG/20181125/b1189b22ede8453186dd335407ff0293.jpg, https://homelegance.com/u/HMLG/20181125/024710718ca344e4abfa189ebf0a3b78.jpg, https://homelegance.com/u/HMLG/20181125/520e3d1aab6f40d7b691d3f8718d9433.jpg, https://homelegance.com/u/HMLG/20181125/e6b1ecb4789b4d0f937f2aa363df8f05.jpg","The Miralina Collection provides the assistance you require to meet your mobility needs. The electronic lift mechanism takes you from seated to reclined or fully lifted into a standing position with the touch of a button. Soothing heat paired with vibration massage further creates a restful environment. The slight flared arm and roll accent of the seatback lend to a modern-transitional styling, while the optional fabric covers - grey, brown or blue - provide neutral accent to your home's decor.",9868GRY-1LT,seating,,,9868GRY-1LT,265,POWER Lift Chair with Massage & Heat,30 x 34 x 41 - 54H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maddy Collection,"https://homelegance.com/u/HMLG/20181205/c809c1ed6d9b456ca98cefae6697243a.jpg, https://homelegance.com/u/HMLG/20181205/57a986eeaa984c458b0f54027af960f2.jpg, https://homelegance.com/u/HMLG/20181205/da546131b9a4487a9bc4e7d91c9fff61.jpg, https://homelegance.com/u/HMLG/20181210/bce208ab6e5a4fe68ca58dd8e9e620b3.jpg, https://homelegance.com/u/HMLG/20181129/660735bfb27748bbbe104acd2e404fc1.jpg","Being able to fit a sectional into your available space is made simple with the addition of the Maddy Collection. The seating configuration can be customized to place the chaise of this sectional on either the right or left side, depending on your available space. Covered in brown chenille, the Maddy Collection is a neutral addition to your home’s interior style.",9870BR*SC,seating,,,9870BR-L,389.88,Left Side 3-Seater & Ottoman with 2 Pillows,90 x 63.25 x 38.5H,9870BR-R,345.12,Right Side 3-Seater with 1 Pillow,100 x 38.25 x 38.5H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bonita Collection,"https://homelegance.com/u/HMLG/20181205/c684b841cb1442cbb78a5f0c82307a9d.jpg, https://homelegance.com/u/HMLG/20181205/1085f403d95f4a7ab4e81e2de3440839.jpg, https://homelegance.com/u/HMLG/20181205/7c05902c080344369cffeb692b9f79bc.jpg, https://homelegance.com/u/HMLG/20181205/c470e08a540945018c140e9daaec0300.jpg, https://homelegance.com/u/HMLG/20181129/196c3cfb34064776b9d34fad0e1c9bbb.jpg","The transition of clean, straight lines to the rounded end of the Bonita Collection creates stunning visual impact for your contemporary living room. Gray fabric, paired with chrome finished legs, lends decorative neutrality with a decidedly modern profile. Plush, rounded backs and stitch tufted seating lend comfort to the seating of the Bonita Collection.",9879GY*SC,seating,,,9879GY-L,189.88,Left Side 2-Seater,63.75 x 35 x 34.75H,9879GY-R,229.12,Right Side Chaise,86 x 38.5 x 34.75H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monroe Collection,"https://homelegance.com/u/HMLG/20181221/843bec244437479783a6fc657b11841d.jpg, https://homelegance.com/u/HMLG/20181221/bc175c3458de4a8e8d05afa0d01cc32b.jpg, https://homelegance.com/u/HMLG/20181221/e594518b188a4fa2a2eb84bda8904193.jpg, https://homelegance.com/u/HMLG/20181221/294b13d02f8049d3876f84df78c00dd1.jpg, https://homelegance.com/u/HMLG/20181221/67c6d15722a44afd8f326b1c819a650c.jpg, https://homelegance.com/u/HMLG/20181221/5e6f5a81c4094203b1224dc697449587.jpg, https://homelegance.com/u/HMLG/20181221/550ac9c01cc340cb9330bdf5d27502d5.jpg, https://homelegance.com/u/HMLG/20181221/c363082af1344308b334ccb1913f5d18.jpg, https://homelegance.com/u/HMLG/20181221/c682cde1a2354dc6a0c5ca52ce8baa9f.jpg, https://homelegance.com/u/HMLG/20181221/6d95d3701e7f493092210a3971e1f4df.jpg","Styled for the modern home, with a reflection of retro design, the Monroe
Collection will lend timeless character to your living room for years to come.
Offered in beige or gray fabric, for maximum decorative versatility, the
collection features dark brown finished legs, contoured profile and stich-tufting,
all lending to the modern aesthetic.",9880BE-3,seating,,,9880BE-3,219,Sofa,79 x 35 x 33H,9880BE-2,199,Love Seat,55.5 x 35 x 33H,9880BE-1,125,Chair,35 x 35 x 33H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
